record,polled_utc,line,destination,arrival_utc,minutes_away
2489,2025-05-08T04:58:14+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,17
2490,2025-05-08T04:58:14+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,32
2491,2025-05-08T04:58:14+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,124
2492,2025-05-08T04:59:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:00:14+00:00,0
2493,2025-05-08T04:59:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,16
2494,2025-05-08T04:59:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,31
2495,2025-05-08T04:59:16+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,123
2496,2025-05-08T05:00:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,15
2497,2025-05-08T05:00:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,30
2498,2025-05-08T05:00:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,45
2499,2025-05-08T05:00:18+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,122
2500,2025-05-08T05:01:20+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,14
2501,2025-05-08T05:01:20+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,29
2502,2025-05-08T05:01:20+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,44
2503,2025-05-08T05:01:20+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,121
2504,2025-05-08T05:02:22+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,13
2505,2025-05-08T05:02:22+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,28
2506,2025-05-08T05:02:22+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,43
2507,2025-05-08T05:02:22+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,120
2508,2025-05-08T05:03:24+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,12
2509,2025-05-08T05:03:24+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,27
2510,2025-05-08T05:03:24+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,42
2511,2025-05-08T05:03:24+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,119
2512,2025-05-08T05:04:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,11
2513,2025-05-08T05:04:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,26
2514,2025-05-08T05:04:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,41
2515,2025-05-08T05:04:27+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,118
2516,2025-05-08T05:05:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,10
2517,2025-05-08T05:05:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,25
2518,2025-05-08T05:05:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,40
2519,2025-05-08T05:05:29+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,117
2520,2025-05-08T05:06:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,9
2521,2025-05-08T05:06:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,24
2522,2025-05-08T05:06:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,39
2523,2025-05-08T05:06:31+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,116
2524,2025-05-08T05:07:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,8
2525,2025-05-08T05:07:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,23
2526,2025-05-08T05:07:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,38
2527,2025-05-08T05:07:33+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,115
2528,2025-05-08T05:07:33+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,140
2529,2025-05-08T05:08:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,7
2530,2025-05-08T05:08:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,22
2531,2025-05-08T05:08:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,37
2532,2025-05-08T05:08:35+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,114
2533,2025-05-08T05:08:35+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,139
2534,2025-05-08T05:09:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:15:48+00:00,6
2535,2025-05-08T05:09:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,21
2536,2025-05-08T05:09:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,36
2537,2025-05-08T05:09:37+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,113
2538,2025-05-08T05:09:37+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,138
2539,2025-05-08T05:10:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:16:10+00:00,5
2540,2025-05-08T05:10:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,20
2541,2025-05-08T05:10:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,35
2542,2025-05-08T05:10:39+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,112
2543,2025-05-08T05:10:39+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,137
2544,2025-05-08T05:11:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:17:10+00:00,5
2545,2025-05-08T05:11:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,19
2546,2025-05-08T05:11:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,34
2547,2025-05-08T05:11:41+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,111
2548,2025-05-08T05:11:41+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,136
2549,2025-05-08T05:12:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:17:57+00:00,5
2550,2025-05-08T05:12:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,18
2551,2025-05-08T05:12:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,33
2552,2025-05-08T05:12:43+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,110
2553,2025-05-08T05:12:43+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,135
2554,2025-05-08T05:13:45+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:18:57+00:00,5
2555,2025-05-08T05:13:45+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,17
2556,2025-05-08T05:13:45+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,32
2557,2025-05-08T05:13:45+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,109
2558,2025-05-08T05:13:45+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,134
2559,2025-05-08T05:14:47+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:19:57+00:00,5
2560,2025-05-08T05:14:47+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,16
2561,2025-05-08T05:14:47+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,31
2562,2025-05-08T05:14:47+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,108
2563,2025-05-08T05:14:47+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,133
2564,2025-05-08T05:15:49+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:21:16+00:00,5
2565,2025-05-08T05:15:49+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,14
2566,2025-05-08T05:15:49+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,29
2567,2025-05-08T05:15:49+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,107
2568,2025-05-08T05:15:49+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,132
2569,2025-05-08T05:16:51+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:19:19+00:00,2
2570,2025-05-08T05:16:51+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,13
2571,2025-05-08T05:16:51+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,28
2572,2025-05-08T05:16:51+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,106
2573,2025-05-08T05:16:51+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,131
2574,2025-05-08T05:17:54+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:19:11+00:00,1
2575,2025-05-08T05:17:54+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,12
2576,2025-05-08T05:17:54+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,27
2577,2025-05-08T05:17:54+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,105
2578,2025-05-08T05:17:54+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,130
2579,2025-05-08T05:18:56+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:18:59+00:00,0
2580,2025-05-08T05:18:56+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,11
2581,2025-05-08T05:18:56+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,26
2582,2025-05-08T05:18:56+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,104
2583,2025-05-08T05:18:56+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,129
2584,2025-05-08T05:19:58+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,10
2585,2025-05-08T05:19:58+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,25
2586,2025-05-08T05:19:58+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,40
2587,2025-05-08T05:19:58+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,103
2588,2025-05-08T05:19:58+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,128
2589,2025-05-08T05:21:00+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,9
2590,2025-05-08T05:21:00+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,24
2591,2025-05-08T05:21:00+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,39
2592,2025-05-08T05:21:00+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,102
2593,2025-05-08T05:21:00+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,127
2594,2025-05-08T05:22:02+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,8
2595,2025-05-08T05:22:02+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,23
2596,2025-05-08T05:22:02+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,38
2597,2025-05-08T05:22:02+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,101
2598,2025-05-08T05:22:02+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,126
2599,2025-05-08T05:23:04+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,7
2600,2025-05-08T05:23:04+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,22
2601,2025-05-08T05:23:04+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,37
2602,2025-05-08T05:23:04+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,100
2603,2025-05-08T05:23:04+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,125
2604,2025-05-08T05:24:06+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,6
2605,2025-05-08T05:24:06+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,21
2606,2025-05-08T05:24:06+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,36
2607,2025-05-08T05:24:06+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,99
2608,2025-05-08T05:24:06+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,124
2609,2025-05-08T05:24:06+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,174
2610,2025-05-08T05:25:08+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:48+00:00,5
2611,2025-05-08T05:25:08+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,20
2612,2025-05-08T05:25:08+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,35
2613,2025-05-08T05:25:08+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,98
2614,2025-05-08T05:25:08+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,123
2615,2025-05-08T05:25:08+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,173
2616,2025-05-08T05:26:10+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:31:17+00:00,5
2617,2025-05-08T05:26:10+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,19
2618,2025-05-08T05:26:10+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,34
2619,2025-05-08T05:26:10+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,97
2620,2025-05-08T05:26:10+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,122
2621,2025-05-08T05:26:10+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,172
2622,2025-05-08T05:27:12+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:32:16+00:00,5
2623,2025-05-08T05:27:12+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,18
2624,2025-05-08T05:27:12+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,33
2625,2025-05-08T05:27:12+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,95
2626,2025-05-08T05:27:12+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,120
2627,2025-05-08T05:27:12+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,170
2628,2025-05-08T05:28:14+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:33:16+00:00,5
2629,2025-05-08T05:28:14+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,17
2630,2025-05-08T05:28:14+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,32
2631,2025-05-08T05:28:14+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,94
2632,2025-05-08T05:28:14+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,119
2633,2025-05-08T05:28:14+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,169
2634,2025-05-08T05:29:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:31:00+00:00,1
2635,2025-05-08T05:29:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,16
2636,2025-05-08T05:29:16+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,31
2637,2025-05-08T05:29:16+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,93
2638,2025-05-08T05:29:16+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,118
2639,2025-05-08T05:29:16+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,168
2640,2025-05-08T05:30:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:30:59+00:00,0
2641,2025-05-08T05:30:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,15
2642,2025-05-08T05:30:18+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,30
2643,2025-05-08T05:30:18+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,92
2644,2025-05-08T05:30:18+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,117
2645,2025-05-08T05:30:18+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,167
2646,2025-05-08T05:31:21+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,14
2647,2025-05-08T05:31:21+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,29
2648,2025-05-08T05:31:21+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,44
2649,2025-05-08T05:31:21+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,91
2650,2025-05-08T05:31:21+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,116
2651,2025-05-08T05:31:21+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,166
2652,2025-05-08T05:32:23+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,13
2653,2025-05-08T05:32:23+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,28
2654,2025-05-08T05:32:23+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,43
2655,2025-05-08T05:32:23+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,90
2656,2025-05-08T05:32:23+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,115
2657,2025-05-08T05:32:23+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,165
2658,2025-05-08T05:33:25+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,12
2659,2025-05-08T05:33:25+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,27
2660,2025-05-08T05:33:25+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,42
2661,2025-05-08T05:33:25+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,89
2662,2025-05-08T05:33:25+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,114
2663,2025-05-08T05:33:25+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,164
2664,2025-05-08T05:34:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,11
2665,2025-05-08T05:34:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,26
2666,2025-05-08T05:34:27+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,41
2667,2025-05-08T05:34:27+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,88
2668,2025-05-08T05:34:27+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,113
2669,2025-05-08T05:34:27+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,163
2670,2025-05-08T05:35:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,10
2671,2025-05-08T05:35:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,25
2672,2025-05-08T05:35:29+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,40
2673,2025-05-08T05:35:29+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,87
2674,2025-05-08T05:35:29+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,112
2675,2025-05-08T05:35:29+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,162
2676,2025-05-08T05:36:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,9
2677,2025-05-08T05:36:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,24
2678,2025-05-08T05:36:31+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,39
2679,2025-05-08T05:36:31+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,86
2680,2025-05-08T05:36:31+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,111
2681,2025-05-08T05:36:31+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,161
2682,2025-05-08T05:37:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,8
2683,2025-05-08T05:37:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,23
2684,2025-05-08T05:37:33+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,38
2685,2025-05-08T05:37:33+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,85
2686,2025-05-08T05:37:33+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,110
2687,2025-05-08T05:37:33+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,160
2688,2025-05-08T05:38:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,7
2689,2025-05-08T05:38:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,22
2690,2025-05-08T05:38:35+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,37
2691,2025-05-08T05:38:35+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,84
2692,2025-05-08T05:38:35+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,109
2693,2025-05-08T05:38:35+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,159
2694,2025-05-08T05:39:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,6
2695,2025-05-08T05:39:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,21
2696,2025-05-08T05:39:37+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,36
2697,2025-05-08T05:39:37+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,83
2698,2025-05-08T05:39:37+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,108
2699,2025-05-08T05:39:37+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,158
2700,2025-05-08T05:40:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,5
2701,2025-05-08T05:40:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,20
2702,2025-05-08T05:40:39+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,35
2703,2025-05-08T05:40:39+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,82
2704,2025-05-08T05:40:39+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,107
2705,2025-05-08T05:40:39+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,157
2706,2025-05-08T05:41:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:48+00:00,4
2707,2025-05-08T05:41:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,19
2708,2025-05-08T05:41:41+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,34
2709,2025-05-08T05:41:41+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,81
2710,2025-05-08T05:41:41+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,106
2711,2025-05-08T05:41:41+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,156
2712,2025-05-08T05:42:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:29+00:00,2
2713,2025-05-08T05:42:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:00:48+00:00,18
2714,2025-05-08T05:42:43+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T06:15:48+00:00,33
2715,2025-05-08T05:42:43+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:03:11+00:00,80
2716,2025-05-08T05:42:43+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T07:28:11+00:00,105
2717,2025-05-08T05:42:43+00:00,OWL TARAVAL,Jones St & Beach St,2025-05-08T08:18:11+00:00,155
2718,2025-05-08T05:43:45+00:00,TARAVAL BUS,Ulloa St & Claremont St,2025-05-08T05:45:29+00:00,1
