record,polled_utc,line,destination,arrival_utc,minutes_away
583,2025-05-07T19:26:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:29:15+00:00,3
584,2025-05-07T19:26:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,12
585,2025-05-07T19:26:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,22
586,2025-05-07T19:27:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:29:30+00:00,2
587,2025-05-07T19:27:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,11
588,2025-05-07T19:27:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,21
589,2025-05-07T19:28:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:29:31+00:00,1
590,2025-05-07T19:28:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,10
591,2025-05-07T19:28:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,20
592,2025-05-07T19:29:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:29:31+00:00,0
593,2025-05-07T19:29:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,9
594,2025-05-07T19:29:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,19
595,2025-05-07T19:30:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,8
596,2025-05-07T19:30:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,18
597,2025-05-07T19:30:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,28
598,2025-05-07T19:31:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,7
599,2025-05-07T19:31:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,17
600,2025-05-07T19:31:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,27
601,2025-05-07T19:32:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,6
602,2025-05-07T19:32:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,16
603,2025-05-07T19:32:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,26
604,2025-05-07T19:33:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:38:30+00:00,5
605,2025-05-07T19:33:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,15
606,2025-05-07T19:33:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,25
607,2025-05-07T19:34:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:39:28+00:00,4
608,2025-05-07T19:34:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,13
609,2025-05-07T19:34:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,23
610,2025-05-07T19:35:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:40:26+00:00,4
611,2025-05-07T19:35:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,12
612,2025-05-07T19:35:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,22
613,2025-05-07T19:36:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:40:15+00:00,3
614,2025-05-07T19:36:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,11
615,2025-05-07T19:36:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,21
616,2025-05-07T19:37:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:40:35+00:00,2
617,2025-05-07T19:37:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,10
618,2025-05-07T19:37:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,20
619,2025-05-07T19:38:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:40:31+00:00,1
620,2025-05-07T19:38:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,9
621,2025-05-07T19:38:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,19
622,2025-05-07T19:39:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:40:19+00:00,0
623,2025-05-07T19:39:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,8
624,2025-05-07T19:39:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,18
625,2025-05-07T19:40:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,7
626,2025-05-07T19:40:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,17
627,2025-05-07T19:40:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,27
628,2025-05-07T19:41:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,6
629,2025-05-07T19:41:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,16
630,2025-05-07T19:41:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,26
631,2025-05-07T19:42:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:30+00:00,5
632,2025-05-07T19:42:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,15
633,2025-05-07T19:42:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,25
634,2025-05-07T19:43:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:49:04+00:00,5
635,2025-05-07T19:43:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,14
636,2025-05-07T19:43:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,24
637,2025-05-07T19:44:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:53+00:00,4
638,2025-05-07T19:44:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,13
639,2025-05-07T19:44:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,23
640,2025-05-07T19:45:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:31+00:00,2
641,2025-05-07T19:45:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,12
642,2025-05-07T19:45:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,22
643,2025-05-07T19:46:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:48+00:00,1
644,2025-05-07T19:46:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,11
645,2025-05-07T19:46:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,21
646,2025-05-07T19:47:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:48:51+00:00,0
647,2025-05-07T19:47:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,10
648,2025-05-07T19:47:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,20
649,2025-05-07T19:49:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:49:01+00:00,0
650,2025-05-07T19:49:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,9
651,2025-05-07T19:49:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,19
652,2025-05-07T19:50:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,8
653,2025-05-07T19:50:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,18
654,2025-05-07T19:50:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,28
655,2025-05-07T19:51:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,7
656,2025-05-07T19:51:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,17
657,2025-05-07T19:51:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,27
658,2025-05-07T19:52:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:30+00:00,6
659,2025-05-07T19:52:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,16
660,2025-05-07T19:52:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,26
661,2025-05-07T19:53:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:56+00:00,5
662,2025-05-07T19:53:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,15
663,2025-05-07T19:53:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,25
664,2025-05-07T19:54:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:56+00:00,4
665,2025-05-07T19:54:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,14
666,2025-05-07T19:54:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,24
667,2025-05-07T19:55:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:47+00:00,3
668,2025-05-07T19:55:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,13
669,2025-05-07T19:55:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,23
670,2025-05-07T19:56:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:46+00:00,2
671,2025-05-07T19:56:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,12
672,2025-05-07T19:56:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,22
673,2025-05-07T19:57:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T19:58:49+00:00,1
674,2025-05-07T19:57:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,11
675,2025-05-07T19:57:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,21
676,2025-05-07T19:59:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,8
677,2025-05-07T19:59:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,18
678,2025-05-07T19:59:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,28
679,2025-05-07T20:00:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,7
680,2025-05-07T20:00:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,17
681,2025-05-07T20:00:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,27
682,2025-05-07T20:01:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,6
683,2025-05-07T20:01:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,16
684,2025-05-07T20:01:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,26
685,2025-05-07T20:02:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,5
686,2025-05-07T20:02:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,15
687,2025-05-07T20:02:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,25
688,2025-05-07T20:03:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,4
689,2025-05-07T20:03:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,14
690,2025-05-07T20:03:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,24
691,2025-05-07T20:04:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:30+00:00,3
692,2025-05-07T20:04:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,13
693,2025-05-07T20:04:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,23
694,2025-05-07T20:05:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:50+00:00,2
695,2025-05-07T20:05:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,12
696,2025-05-07T20:05:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,22
697,2025-05-07T20:06:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:42+00:00,1
698,2025-05-07T20:06:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,11
699,2025-05-07T20:06:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,21
700,2025-05-07T20:07:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:08:47+00:00,0
701,2025-05-07T20:07:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,10
702,2025-05-07T20:07:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,20
703,2025-05-07T20:08:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,9
704,2025-05-07T20:08:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,19
705,2025-05-07T20:08:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,39
706,2025-05-07T20:09:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,8
707,2025-05-07T20:09:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,18
708,2025-05-07T20:09:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,38
709,2025-05-07T20:11:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,7
710,2025-05-07T20:11:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,17
711,2025-05-07T20:11:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,37
712,2025-05-07T20:12:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,6
713,2025-05-07T20:12:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,16
714,2025-05-07T20:12:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,26
715,2025-05-07T20:13:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:30+00:00,5
716,2025-05-07T20:13:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,15
717,2025-05-07T20:13:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,25
718,2025-05-07T20:14:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:36+00:00,4
719,2025-05-07T20:14:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,14
720,2025-05-07T20:14:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,24
721,2025-05-07T20:15:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:21+00:00,3
722,2025-05-07T20:15:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,13
723,2025-05-07T20:15:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,23
724,2025-05-07T20:16:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:21+00:00,2
725,2025-05-07T20:16:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,12
726,2025-05-07T20:16:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,22
727,2025-05-07T20:17:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:22+00:00,1
728,2025-05-07T20:17:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,11
729,2025-05-07T20:17:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,21
730,2025-05-07T20:18:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:18:23+00:00,0
731,2025-05-07T20:18:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,10
732,2025-05-07T20:18:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,20
733,2025-05-07T20:19:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,9
734,2025-05-07T20:19:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,19
735,2025-05-07T20:19:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,29
736,2025-05-07T20:20:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,8
737,2025-05-07T20:20:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,18
738,2025-05-07T20:20:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,28
739,2025-05-07T20:21:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,7
740,2025-05-07T20:21:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,17
741,2025-05-07T20:21:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,27
742,2025-05-07T20:22:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:30+00:00,6
743,2025-05-07T20:22:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,16
744,2025-05-07T20:22:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,26
745,2025-05-07T20:23:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:47+00:00,5
746,2025-05-07T20:23:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,15
747,2025-05-07T20:23:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,25
748,2025-05-07T20:24:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:29:46+00:00,5
749,2025-05-07T20:24:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,14
750,2025-05-07T20:24:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,24
751,2025-05-07T20:25:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:29:06+00:00,3
752,2025-05-07T20:25:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,12
753,2025-05-07T20:25:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,22
754,2025-05-07T20:26:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:28:49+00:00,2
755,2025-05-07T20:26:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,11
756,2025-05-07T20:26:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,21
757,2025-05-07T20:27:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:29:29+00:00,1
758,2025-05-07T20:27:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,10
759,2025-05-07T20:27:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,20
760,2025-05-07T20:28:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:29:17+00:00,0
761,2025-05-07T20:28:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,9
762,2025-05-07T20:28:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,19
763,2025-05-07T20:29:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,8
764,2025-05-07T20:29:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,18
765,2025-05-07T20:29:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,28
766,2025-05-07T20:30:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,7
767,2025-05-07T20:30:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,17
768,2025-05-07T20:30:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,27
769,2025-05-07T20:31:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:30+00:00,6
770,2025-05-07T20:31:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,16
771,2025-05-07T20:31:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,26
772,2025-05-07T20:32:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:39:46+00:00,6
773,2025-05-07T20:32:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,15
774,2025-05-07T20:32:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,25
775,2025-05-07T20:33:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:40:46+00:00,6
776,2025-05-07T20:33:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,14
777,2025-05-07T20:33:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,24
778,2025-05-07T20:34:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:39+00:00,3
779,2025-05-07T20:34:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,13
780,2025-05-07T20:34:51+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,23
781,2025-05-07T20:35:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:12+00:00,2
782,2025-05-07T20:35:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,12
783,2025-05-07T20:35:53+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,22
784,2025-05-07T20:36:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:35+00:00,1
785,2025-05-07T20:36:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,11
786,2025-05-07T20:36:55+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,21
787,2025-05-07T20:37:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:38:19+00:00,0
788,2025-05-07T20:37:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,10
789,2025-05-07T20:37:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,20
790,2025-05-07T20:38:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,9
791,2025-05-07T20:38:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,19
792,2025-05-07T20:38:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,29
793,2025-05-07T20:40:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,8
794,2025-05-07T20:40:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,18
795,2025-05-07T20:40:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,28
796,2025-05-07T20:41:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,7
797,2025-05-07T20:41:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,17
798,2025-05-07T20:41:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,27
799,2025-05-07T20:42:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,6
800,2025-05-07T20:42:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,16
801,2025-05-07T20:42:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,26
802,2025-05-07T20:43:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:30+00:00,5
803,2025-05-07T20:43:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,15
804,2025-05-07T20:43:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,25
805,2025-05-07T20:44:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:37+00:00,4
806,2025-05-07T20:44:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,14
807,2025-05-07T20:44:10+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,24
808,2025-05-07T20:45:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:35+00:00,3
809,2025-05-07T20:45:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,13
810,2025-05-07T20:45:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,23
811,2025-05-07T20:46:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:32+00:00,2
812,2025-05-07T20:46:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,12
813,2025-05-07T20:46:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,22
814,2025-05-07T20:47:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:39+00:00,1
815,2025-05-07T20:47:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,11
816,2025-05-07T20:47:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,21
817,2025-05-07T20:48:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:48:37+00:00,0
818,2025-05-07T20:48:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,10
819,2025-05-07T20:48:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,20
820,2025-05-07T20:49:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,9
821,2025-05-07T20:49:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,19
822,2025-05-07T20:49:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:18:30+00:00,29
823,2025-05-07T20:50:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,8
824,2025-05-07T20:50:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,18
825,2025-05-07T20:50:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:18:30+00:00,28
826,2025-05-07T20:51:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T20:58:30+00:00,7
827,2025-05-07T20:51:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-07T21:08:30+00:00,17
